"File","Top","GuestOnly"
"static/js/website-admin/clients.js","static","False"
"static/js/website-admin/portfolio.js","static","False"
"static/js/website-admin/reviews.js","static","False"
"static/mobile/css/mobile.css","static","False"
"static/mobile/js/app.js","static","False"
"static/mobile/js/device-bridge.js","static","False"
"static/mobile/js/environment-gate.js","static","False"
"static/website/scripts/main.js","static","False"
"static/website/scripts/our-works.js","static","False"
"static/website/scripts/testimonials.js","static","False"
"static/website/scripts/why-choose-us.js","static","False"
"static/website/styles/our-works-responsive.css","static","False"
"static/website/styles/our-works.css","static","False"
"static/website/styles/page-common-responsive.css","static","False"
"static/website/styles/page-common.css","static","False"
"static/website/styles/privacy-policy.css","static","False"
"static/website/styles/responsive.css","static","False"
"static/website/styles/style.css","static","False"
"static/website/styles/testimonials-responsive.css","static","False"
"static/website/styles/testimonials.css","static","False"
"static/website/styles/trusted-clients.css","static","False"
"static/website/styles/ui-consistency.css","static","False"
"static/website/styles/why-choose-us-responsive.css","static","False"
"static/website/styles/why-choose-us.css","static","False"
"templates/auth/login.html","templates","False"
"templates/backup-select-clients.html","templates","False"
"templates/base.html","templates","False"
"templates/cardprint/generate-card.html","templates","False"
"templates/cardprint/partials/content.html","templates","False"
"templates/cardprint/partials/step-finalized.html","templates","False"
"templates/cardprint/partials/step-generate-list.html","templates","False"
"templates/cardprint/partials/step-pool.html","templates","False"
"templates/cardprint/partials/topbar.html","templates","False"
"templates/cardprint/print-cards-overview.html","templates","False"
"templates/cardprint/print-cards.html","templates","False"
"templates/components/delete-modal.html","templates","False"
"templates/engine_modal.html","templates","False"
"templates/index.html","templates","False"
"templates/manage-client-staff.html","templates","False"
"templates/manage-client.html","templates","False"
"templates/manage-panel.html","templates","False"
"templates/manage-staff.html","templates","False"
"templates/mobile_app/base.html","templates","False"
"templates/mobile_app/camera.html","templates","False"
"templates/mobile_app/card_detail.html","templates","False"
"templates/mobile_app/clients_list.html","templates","False"
"templates/mobile_app/desktop_required.html","templates","False"
"templates/mobile_app/groups.html","templates","False"
"templates/mobile_app/home.html","templates","False"
"templates/mobile_app/list_page.html","templates","False"
"templates/mobile_app/login.html","templates","False"
"templates/mobile_app/no_access.html","templates","False"
"templates/mobile_app/notifications.html","templates","False"
"templates/mobile_app/partials/actions_approved.html","templates","False"
"templates/mobile_app/partials/actions_download.html","templates","False"
"templates/mobile_app/partials/actions_pending.html","templates","False"
"templates/mobile_app/partials/actions_pool.html","templates","False"
"templates/mobile_app/partials/actions_verified.html","templates","False"
"templates/mobile_app/partials/add_form_sheet.html","templates","False"
"templates/mobile_app/partials/bottom_nav.html","templates","False"
"templates/mobile_app/partials/download_modal.html","templates","False"
"templates/mobile_app/partials/hamburger_drawer.html","templates","False"
"templates/mobile_app/partials/hero_carousel.html","templates","False"
"templates/mobile_app/partials/list_action_modals.html","templates","False"
"templates/mobile_app/partials/list_bottom_bar.html","templates","False"
"templates/mobile_app/partials/list_filter_panel.html","templates","False"
"templates/mobile_app/partials/list_table.html","templates","False"
"templates/mobile_app/partials/list_toast.html","templates","False"
"templates/mobile_app/partials/list_top_section.html","templates","False"
"templates/mobile_app/partials/navbar.html","templates","False"
"templates/mobile_app/partials/notification_drawer.html","templates","False"
"templates/mobile_app/partials/profile_drawer.html","templates","False"
"templates/mobile_app/partials/searchbar.html","templates","False"
"templates/mobile_app/permissions.html","templates","False"
"templates/mobile_app/profile.html","templates","False"
"templates/mobile_app/reprint_lists.html","templates","False"
"templates/mobile_app/reprint_table.html","templates","False"
"templates/mobile_app/search.html","templates","False"
"templates/mobile_app/settings.html","templates","False"
"templates/mobile_app/staff_manage.html","templates","False"
"templates/mobile_app/table_picker.html","templates","False"
"templates/mobile_app/website_manage.html","templates","False"
"templates/panel/engine-panel.html","templates","False"
"templates/partials/client-sidebar.html","templates","False"
"templates/partials/client/action-bar-right.html","templates","False"
"templates/partials/client/client-drawer.html","templates","False"
"templates/partials/client/table-container.html","templates","False"
"templates/partials/client_staff/staff-drawer.html","templates","False"
"templates/partials/dashboard/delete-modal.html","templates","False"
"templates/partials/dashboard/print-overview-card.html","templates","False"
"templates/partials/dashboard/print-reprint-overview.html","templates","False"
"templates/partials/dashboard/quick-actions.html","templates","False"
"templates/partials/dashboard/reprint-overview-card.html","templates","False"
"templates/partials/dashboard/section-tabs.html","templates","False"
"templates/partials/group-setting/action-bar.html","templates","False"
"templates/partials/group-setting/table-container.html","templates","False"
"templates/partials/idcard-actions/footer-scripts.html","templates","False"
"templates/partials/idcard-actions/global-vars.html","templates","False"
"templates/partials/idcard-group/action-bar-right.html","templates","False"
"templates/partials/idcard-group/modal-delete-all.html","templates","False"
"templates/partials/idcard-group/table.html","templates","False"
"templates/partials/idcard-group/topbar.html","templates","False"
"templates/partials/idcard/action-bar-right.html","templates","False"
"templates/partials/idcard/action-bar.html","templates","False"
"templates/partials/idcard/modal-downloads.html","templates","False"
"templates/partials/idcard/search-filter-bar.html","templates","False"
"templates/partials/idcard/search-filter-right.html","templates","False"
"templates/partials/idcard/side-modal.html","templates","False"
"templates/partials/idcard/table.html","templates","False"
"templates/partials/idcard/topbar.html","templates","False"
"templates/partials/panel/tab-notifications.html","templates","False"
"templates/partials/panel/tab-sessions.html","templates","False"
"templates/partials/pro-feature-tabs.html","templates","False"
"templates/partials/pro_user/manage-superadmin-table.html","templates","False"
"templates/partials/sidebar.html","templates","False"
"templates/partials/staff/action-bar-right.html","templates","False"
"templates/partials/staff/staff-drawer-client-assignment.html","templates","False"
"templates/partials/staff/staff-drawer-footer.html","templates","False"
"templates/partials/staff/staff-drawer-info.html","templates","False"
"templates/partials/staff/staff-drawer-permissions.html","templates","False"
"templates/partials/staff/staff-drawer.html","templates","False"
"templates/partials/unified-sidebar.html","templates","False"
"templates/partials/website/bento-products.html","templates","False"
"templates/partials/website/contact.html","templates","False"
"templates/partials/website/hero.html","templates","False"
"templates/partials/website/products.html","templates","False"
"templates/partials/website/pwa-section.html","templates","False"
"templates/partials/website/testimonials.html","templates","False"
"templates/partials/website/trusted-clients.html","templates","False"
"templates/partials/website/why-choose-us.html","templates","False"
"templates/pro_user/data-deletion-guard.html","templates","False"
"templates/pro_user/guest-users.html","templates","False"
"templates/pro_user/manage-superadmin-pro-features.html","templates","False"
"templates/product-gallery.html","templates","False"
"templates/services/adarsh-cropper.html","templates","False"
"templates/settings.html","templates","False"
"templates/system-maintenance.html","templates","False"
"templates/website/admin/base.html","templates","False"
"templates/website/admin/business-details.html","templates","False"
"templates/website/admin/clients.html","templates","False"
"templates/website/admin/contacts.html","templates","False"
"templates/website/admin/dashboard.html","templates","False"
"templates/website/admin/portfolio.html","templates","False"
"templates/website/admin/reviews.html","templates","False"
"templates/website/base.html","templates","False"
"templates/website/download-app.html","templates","False"
"templates/website/includes/modals.html","templates","False"
"templates/website/index.html","templates","False"
"templates/website/offline.html","templates","False"
"templates/website/our-works.html","templates","False"
"templates/website/privacy-policy.html","templates","False"
"templates/website/product-detail.html","templates","False"
"templates/website/testimonials.html","templates","False"
"templates/website/trusted-clients.html","templates","False"
"templates/website/why-choose-us.html","templates","False"
"ui-audit-report-data.json","ui-audit-report-data.json","False"
"verify_env.ps1","verify_env.ps1","False"
"verify_stabilization.py","verify_stabilization.py","False"
"website/admin.py","website","False"
"website/admin_urls.py","website","False"
"website/admin_views.py","website","False"
"website/apps.py","website","False"
"website/email_utils.py","website","False"
"website/image_edit_api.py","website","False"
"website/management/commands/optimize_all_videos.py","website","False"
"website/management/commands/optimize_portfolio_videos.py","website","False"
"website/migrations/0001_initial.py","website","False"
"website/migrations/0002_remove_trustedclient_background_image_and_more.py","website","False"
"website/migrations/0003_remove_testimonial_type_and_more.py","website","False"
"website/migrations/0004_productcategory_websitestatus_and_more.py","website","False"
"website/migrations/0005_delete_product_delete_productcategory.py","website","False"
"website/migrations/0006_portfoliocategory_portfolioitem_item_type_and_more.py","website","False"
"website/migrations/0007_add_hero_image_model.py","website","False"
"website/migrations/0008_migrate_hero_images_data.py","website","False"
"website/migrations/0009_add_bento_fields_to_portfolio_category.py","website","False"
"website/migrations/0010_set_bento_defaults.py","website","False"
"website/migrations/0011_production_indexes.py","website","False"
"website/migrations/0012_alter_faq_is_active_alter_feature_is_active_and_more.py","website","False"
"website/migrations/0013_alter_contactsubmission_email.py","website","False"
"website/migrations/0014_remove_hero_image_fields.py","website","False"
"website/migrations/0015_update_bento_categories.py","website","False"
"website/migrations/0016_alter_portfoliocategory_bento_size.py","website","False"
"website/migrations/0017_update_bento_layout_v2.py","website","False"
"website/migrations/0018_delete_trustedclient.py","website","False"
"website/migrations/0019_testimonial_reviewer_email.py","website","False"
"website/migrations/0020_testimonial_reviewer_ip.py","website","False"
"website/migrations/0021_testimonial_attachment_image.py","website","False"
"website/migrations/0022_portfoliocategory_meta_description_and_more.py","website","False"
"website/migrations/0023_remove_portfoliocategory_meta_description_and_more.py","website","False"
"website/migrations/0024_update_site_domain.py","website","False"
"website/migrations/0025_remove_businessdetails_phone_businessdetails_phone1_and_more.py","website","False"
"website/migrations/0026_businessdetails_linkedin_url_and_more.py","website","False"
"website/migrations/0027_portfoliocategory_meta_description_and_more.py","website","False"
"website/migrations/0028_delete_reel_remove_businessdetails_footer_text_and_more.py","website","False"
"website/migrations/0029_delete_heroimage_and_more.py","website","False"
"website/models.py","website","False"
"website/seo.py","website","False"
"website/services.py","website","False"
"website/sitemaps.py","website","False"
"website/tests.py","website","False"
"website/urls.py","website","False"
"website/video_processing.py","website","False"
"website/views.py","website","False"
"website/watermark.py","website","False"
